Versuchsnummer:550 Counter:1
Zeit [Sek.], Fz, Mz, Null
0	-7.0645617	-4.1426212	-0.9458924
0.00019565	-6.8733927	-4.1426212	-0.4358588
0.0003913	-6.6822237	-4.079403	-0.2445962
0.00058695	-6.7778082	-4.1426212	-0.818384
0.0007826	-6.6822237	-3.8897484	-1.455926
0.00097825	-6.7778082	-4.079403	-2.2209764
0.0011739	-6.6822237	-4.079403	-2.73101
0.00136955	-6.7778082	-4.1426212	-2.2209764
0.0015652	-6.6822237	-4.0161848	-1.6471886
0.00176085	-6.8733927	-4.1426212	-2.093468
0.0019565	-6.4910547	-4.2058394	-0.6908756
0.00215215	-6.4910547	-4.079403	-1.2009092
0.0023478	-6.5866392	-4.079403	-0.818384
0.00254345	-6.5866392	-3.9529666	-0.6908756
0.0027391	-6.5866392	-4.0161848	-2.73101
0.00293475	-6.6822237	-4.079403	-2.5397474
0.0031304	-6.7778082	-4.0161848	-2.2209764
0.00332605	-6.8733927	-4.1426212	-2.093468
0.0035217	-6.9689772	-4.1426212	-2.7947642
0.00371735	-7.0645617	-4.1426212	-3.049781
0.003913	-6.9689772	-4.0161848	-2.73101
0.00410865	-7.0645617	-4.079403	-2.5397474
0.0043043	-6.9689772	-4.0161848	-2.73101
0.00449995	-6.9689772	-3.8897484	-2.5397474
0.0046956	-7.0645617	-3.9529666	-2.9222726
0.00489125	-6.9689772	-4.079403	-1.774697
0.0050869	-6.7778082	-4.079403	-2.7947642
0.00528255	-6.8733927	-4.2058394	-2.7947642
0.0054782	-6.9689772	-4.2058394	-2.6035016
0.00567385	-6.9689772	-4.2058394	-2.5397474
0.0058695	-6.8733927	-4.1426212	-2.412239
0.00606515	-6.9689772	-4.079403	-2.4759932
0.0062608	-6.8733927	-4.2058394	-2.4759932
0.00645645	-6.8733927	-4.0161848	-2.3484848
0.0066521	-6.8733927	-4.2690576	-2.4759932
0.00684775	-6.6822237	-4.1426212	-3.8148314
0.0070434	-6.8733927	-4.2058394	-3.7510772
0.00723905	-6.9689772	-4.2058394	-4.1973566
0.0074347	-6.9689772	-4.079403	-4.5798818
0.00763035	-6.8733927	-4.0161848	-3.4960604
0.007826	-6.6822237	-4.0161848	-4.4523734
0.00802165	-6.8733927	-4.0161848	-5.1536696
0.0082173	-6.8733927	-4.0161848	-4.1336024
0.00841295	-7.0645617	-4.2058394	-3.8785856
0.0086086	-6.8733927	-4.1426212	-3.7510772
0.00880425	-6.5866392	-3.9529666	-3.687323
0.0089999	-6.8733927	-4.1426212	-3.8785856
0.00919555	-6.7778082	-3.9529666	-3.7510772
0.0093912	-6.8733927	-3.9529666	-3.8785856
